tweet_text
"@maurogome @SpaceX @datormx Muchísimas gracias, Mauricio. Hay que aprovechar que es domingo para experimentar un poco con él. 😃"
"@maurogome @SpaceX Por cierto, ¿el notebook está en el facebook de la comunidad? 🤔"
"@maurogome @SpaceX El resultado del Platzi Sessions, ¿verdad? 👏😄"
@silvercorp @datormx @maurogome @platzi Muchisimas gracias!
@datormx @pereirasebas @maurogome @platzi Gracias Mike
@datormx @silvercorp @maurogome @platzi Muchisimas gracias!!
"@pereirasebas @maurogome @platzi Hola Sebastián 😊 están para todo público, @datormx me ayudas con el link porfis? Gracias"
@silvercorp @maurogome @platzi Yesi donde puedo ver los videos del meetup realizado? O son solo para suscriptores? Gracias.
"@maurogome @platzi Meee encantó 👏🏻👏🏻👏🏻 gracias por compartir tus avances Mauricio, 😊 este es mi objetivo cuando par… https://t.co/FudAmpWDaU"
@maurogome Mínimo como repaso está bien no?
@asoretzu @albertusortiz @XaviGrowth @platzi @maurogome @silvercorp @datormx Estuvo increíble!! saben dónde puedo c… https://t.co/w8glh5vw9n
"@maurogome @datormx @CelisMX Igual yo, y agrego conversar."
@XaviGrowth @Puertasventure @platzi @maurogome @silvercorp @datormx A caray... Voy a tener que crearme cuenta en FB. 😄
@XaviGrowth @Puertasventure @platzi @asoretzu @maurogome @silvercorp Ya está en el grupo desde ayer. :D
@maurogome @Puertasventure @XaviGrowth @platzi @asoretzu @silvercorp Ya está. 😎
@Puertasventure @platzi @asoretzu @maurogome @silvercorp @datormx En el grupo de Facebook de la comunidad esta guar… https://t.co/tlc2RYs2PW
@XaviGrowth @platzi @asoretzu @maurogome @silvercorp @datormx Se puede acceder a esta charla luego de finalizada?
"@maurogome @XaviGrowth @freddier Ojalá que sí! Espero que te llegue la oportunidad. Mientras tanto, dedícale como s… https://t.co/4LmU2p4xpe"
"@maurogome @platzi Estuvo muy bien, no sabía que existía kaggle, muchas gracias"
"@maurogome @freddier @shukonin Con lo que sabes amigo, estoy seguro que si 😉"
@maurogome @freddier @shukonin Justo por eso decía ayer en el meetup que no se requiere ser un pro para entrar a Pl… https://t.co/Zp1afNjJcb
"@maurogome @platzi Muchas gracias por compartir tus conocimientos, la verdad estoy iniciando en este camino de Data… https://t.co/9vdfpJ0yxc"
@maurogome @platzi Estuvo estupendo
@maurogome @platzi Por un momento creí que eramos unos 20 en total. 😅
@maurogome @platzi ¿Había 300 personas conectadas? 😱
@XaviGrowth @platzi @asoretzu @maurogome @silvercorp @datormx Muy buena el resultado final también me dejó pensando… https://t.co/3gd7pMB2Bo
@maurogome @platzi 😮 😮 😮 Mucha gente
@maurogome @platzi @maurogome estuvo muy buena tu intervención. Gracias por compartir. Apenas me desocupe del proye… https://t.co/91gkrEYDix
"@Juancacorps @XaviGrowth @silvercorp @platzi @maurogome @datormx Genial. Gracias por acompañarnos, Juan Carlos. ✌️😃… https://t.co/QOsVfh3McQ"
@Juancacorps @XaviGrowth @platzi @asoretzu @maurogome @datormx 😊😊😊 Gracias Juan Carlos
"@XaviGrowth @silvercorp @platzi @asoretzu @maurogome @datormx No entre a mi clase de la Universidad, por que justo… https://t.co/yR6NhGf2pg"
"@XaviGrowth @platzi @asoretzu @maurogome @silvercorp @datormx Xavier, en este metió mencionaste un sitio web para a… https://t.co/EB2Zq1afts"
"@asoretzu @albertusortiz @XaviGrowth @platzi @maurogome @datormx siii!!, es una maravilla 😃"
"@asoretzu @albertusortiz @platzi @maurogome @silvercorp @datormx En serio si, yo quedé alucinado..."
@albertusortiz @XaviGrowth @platzi @maurogome @silvercorp @datormx Increíble cuánto conocimiento contienen 10 línea… https://t.co/882iNwE0aG
@albertusortiz @platzi @asoretzu @maurogome @silvercorp @datormx Lo bueno es que ya lo sabes! A darle con todo!
@XaviGrowth @platzi @asoretzu @maurogome @silvercorp @datormx Si hace unos 3 años hubiera sabido lo que nos enseñar… https://t.co/wNRir1v6CQ
@albertusortiz @XaviGrowth @platzi @asoretzu @maurogome @datormx gracias Alberto
"@maurogome @XaviGrowth @asoretzu 😃 al contrario, gracias Mauricio"
@maurogome @platzi Gracias a ti por compartirnos lo que has aprendido. :D
"@XaviGrowth @platzi @maurogome @silvercorp @datormx Muchas gracias por acompañarnos, Xavier. ✌️😃"
@XaviGrowth @platzi @asoretzu @maurogome @silvercorp @datormx Estuvo brutal!!!
"Tremenda experiencia el Meetup de #DataScience @platzi hoy! 

Me queda muchísimo que aprender viendo a mis compañer… https://t.co/JW0CTPSyZW"
"@drescamilla @maurogome @platzi @XaviGrowth @silvercorp Muchas gracias por acompañarnos, Ricardo. ✌️😃"
@maurogome @platzi @asoretzu @XaviGrowth @silvercorp Buen aporte Y gracias!!
@maurogome Exitoooss jajaj
@maurogome Muchas gracias
"@maurogome @MajoLedes Buenas, de qué meet up hablan? Me gustaría verlo, me pasarían link a ver si aún me puedo inscribir 🙏🏻"
@maurogome El de Data Science? 🙌🏻
"@maurogome ¡Muy bien, Mauricio! 🌟 Nunca pares de aprender 💚"
@maurogome @platzi @asoretzu @XaviGrowth @silvercorp Inscrito 👍🏼 https://t.co/0SFwpAgaky
"Meetup de Data Science de @Platzi este lunes con 3 estudiantes: @maurogome, @asoretzu y @XaviGrowth . 

También nos… https://t.co/hbCiodYHDO"
