tweet_text
@veromadelch @CamilaPlanas2 @platzi Ahí entendi que las cosas no solamente pueden basarse en estudios porque nos nu… https://t.co/0lUqC36iPa
@El_Vehemente @CamilaPlanas2 @platzi La historia y la inteligencia no van de ls mano con el progresismo 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️
@veromadelch @CamilaPlanas2 Si... ellos sostienen que las politicas abortivas en estados unidos frenaron la delincu… https://t.co/HPJSdGBhr1
@platzi Estoy haciendo la escuela audiovisual pero me entere del PA101 y ya esta cerrado ¿Cuándo vuelven a abrir? :… https://t.co/1p62LWwaPP
Nerd-out sunday terminé el curso de #Seo técnico en @platzi hecho por @alejandrogm y es super recomendado si quiere… https://t.co/U3vfiR7tOD
"@platzi Muy bueno! Bien explicado, paso a paso y muy útil para desarrolladores front-end. ¡Gracias por poner a disp… https://t.co/RSyumUIEqH"
"@freddier @platzi @cvander La idea de @platzi es tener miles de cursos o calidad del mismo?, hay otras plataformas… https://t.co/TKVa6LH9nV"
@ByRevil @platzi @cvander Cómo se logra eso con miles?
"@Camilo__Pardo @platzi @freddier Así es @platzi , no he tenido la oportunidad de pagar por un curso, pero si he pas… https://t.co/Zu8XTipnkI"
@angelolev @platzi Y te sirvió?
@platzi Tengo bases en C++ Java y Javascript
¡Aprobé el Curso de Creación y Optimización del Funnel de Ventas 2017 en @Platzi! https://t.co/zrDZdexpZX #NuncaParesDeAprender 😉😉💚💪
¡Aprobé el Curso de Escritura Online en @Platzi! https://t.co/FWikD1WnVz #NuncaParesDeAprender
¡Aprobé el Curso de Design Thinking con Minds Garage en @Platzi! https://t.co/xiS9myrUie #NuncaParesDeAprender 💚
"@platzi Me parecio bueno. El contenido es básico. Sirvió para repasar algunos conceptos.

Sería bueno un curso de S… https://t.co/pssyhv0ORp"
"Nunca pensé que  @platzi  fuera a cambiar mi vida, y los cursos de @freddier son fantásticos. https://t.co/fBgVKVIIkm"
¡Aprobé el Curso de React Router y Redux en @Platzi! https://t.co/i9gddnCjL3 #NuncaParesDeAprender https://t.co/87nC55ZE24
@efrenmartinezmx @platzi Gestión de proyectos :D hahah
¡Aprobé el Curso Práctico de React JS en @Platzi! https://t.co/FcQxcrDIM1 #NuncaParesDeAprender https://t.co/DxKc8TxOit
@crticopensador Estoy considerado mis opciones @crehanacom @platzi @AntonioCREA13
@platzi ¿Me gustaría saber más de Python. ¿Cuál me recomendás? 😉
@platzi Me gusta mucho el glosario que tiene el curso y los ejemplos prácticos. Definitivamente si está bien para iniciarse en el inglés
"Check 
¡Aprobé el Curso de Inglés Técnico para Profesionales en @Platzi! https://t.co/CQ3GhoqXuQ #NuncaParesDeAprender"
¡Aprobé el Curso Básico de Python en @Platzi! https://t.co/65f6l2aEcp #NuncaParesDeAprender
"Esta es una de las peores consecuencias negativas que han denunciado sobre la educación virtual, en una de las univ… https://t.co/QY4QNrAyUL"
No soy fan de escribir tweets pero @platzi sería mejor si hubiera un feedback de los retos por parte de la persona… https://t.co/bhy3qGKahf
"@platzi Realmente no necesito ayuda, solo les reporto el problema que encontré al querer entrar a ver un curso que… https://t.co/ZdUeouSGOi"
"@freddier @platzi buen día,  algo esta fallando en la app cuando se hacen búsquedas al dar click en uno de los resu… https://t.co/ahujxl5xN0"
Microsoft comprará TikTok. ¿Qué pasará con esta aplicación? ¿Cuáles serán las consecuencias de esto? En este vídeo… https://t.co/mGgTYh0wY0
"@platzi Por supuesto
1.aprender sobre critical render path
2.hacer server side render
3.conocer como funciona un service worker"
